Always equal to ACS Summary File identification,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Area Name,Qualifying Name,FIPS,Area (Land),Area (Water),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More","% Households: Less than $10,000","% Households: $10,000 to $14,999","% Households: $15,000 to $19,999","% Households: $20,000 to $24,999","% Households: $25,000 to $29,999","% Households: $30,000 to $34,999","% Households: $35,000 to $39,999","% Households: $40,000 to $44,999","% Households: $45,000 to $49,999","% Households: $50,000 to $59,999","% Households: $60,000 to $74,999","% Households: $75,000 to $99,999","% Households: $100,000 to $124,999","% Households: $125,000 to $149,999","% Households: $150,000 to $199,999","% Households: $200,000 or More"
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_NAME,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
ACSSF,ga,150,0,13,89,20100,1,Block Group 1,"Block Group 1, Census Tract 201, DeKalb County, Georgia",130890201001,652380,6572,1414,1331,30,0,12,0,4,37,94.13,2.12,0,0.85,0,0.28,2.62,481,6,8,0,38,22,10,0,6,0,9,40,18,89,42,49,144,1.25,1.66,0,7.9,4.57,2.08,0,1.25,0,1.87,8.32,3.74,18.5,8.73,10.19,29.94
ACSSF,ga,150,0,13,89,20100,2,Block Group 2,"Block Group 2, Census Tract 201, DeKalb County, Georgia",130890201002,424043,3943,784,693,11,0,50,0,0,30,88.39,1.4,0,6.38,0,0,3.83,249,0,6,0,0,13,0,0,0,0,0,0,24,6,16,41,143,0,2.41,0,0,5.22,0,0,0,0,0,0,9.64,2.41,6.43,16.47,57.43
ACSSF,ga,150,0,13,89,20200,1,Block Group 1,"Block Group 1, Census Tract 202, DeKalb County, Georgia",130890202001,1014395,0,763,672,21,0,22,0,0,48,88.07,2.75,0,2.88,0,0,6.29,391,8,34,0,0,0,0,0,0,0,46,24,25,33,14,39,168,2.05,8.7,0,0,0,0,0,0,0,11.76,6.14,6.39,8.44,3.58,9.97,42.97
ACSSF,ga,150,0,13,89,20200,2,Block Group 2,"Block Group 2, Census Tract 202, DeKalb County, Georgia",130890202002,513798,0,1197,832,42,0,250,0,7,66,69.51,3.51,0,20.89,0,0.58,5.51,689,32,0,22,9,0,21,0,56,20,47,72,111,22,8,71,198,4.64,0,3.19,1.31,0,3.05,0,8.13,2.9,6.82,10.45,16.11,3.19,1.16,10.3,28.74
ACSSF,ga,150,0,13,89,20300,1,Block Group 1,"Block Group 1, Census Tract 203, DeKalb County, Georgia",130890203001,487107,0,830,688,29,0,62,0,0,51,82.89,3.49,0,7.47,0,0,6.14,303,0,0,0,5,0,0,0,0,0,8,11,50,30,29,50,120,0,0,0,1.65,0,0,0,0,0,2.64,3.63,16.5,9.9,9.57,16.5,39.6
ACSSF,ga,150,0,13,89,20300,2,Block Group 2,"Block Group 2, Census Tract 203, DeKalb County, Georgia",130890203002,615965,0,1432,1083,131,0,0,0,99,119,75.63,9.15,0,0,0,6.91,8.31,490,0,0,0,0,0,0,11,11,0,23,0,106,7,17,125,190,0,0,0,0,0,0,2.24,2.24,0,4.69,0,21.63,1.43,3.47,25.51,38.78
ACSSF,ga,150,0,13,89,20300,3,Block Group 3,"Block Group 3, Census Tract 203, DeKalb County, Georgia",130890203003,814694,0,2242,1714,232,0,53,0,38,205,76.45,10.35,0,2.36,0,1.69,9.14,763,15,9,26,10,17,0,0,5,28,55,21,40,45,94,137,261,1.97,1.18,3.41,1.31,2.23,0,0,0.66,3.67,7.21,2.75,5.24,5.9,12.32,17.96,34.21
ACSSF,ga,150,0,13,89,20400,1,Block Group 1,"Block Group 1, Census Tract 204, DeKalb County, Georgia",130890204001,621348,0,1551,1284,70,0,50,0,9,138,82.79,4.51,0,3.22,0,0.58,8.9,644,13,0,15,33,0,7,9,0,19,56,29,63,47,31,50,272,2.02,0,2.33,5.12,0,1.09,1.4,0,2.95,8.7,4.5,9.78,7.3,4.81,7.76,42.24
ACSSF,ga,150,0,13,89,20400,2,Block Group 2,"Block Group 2, Census Tract 204, DeKalb County, Georgia",130890204002,390961,0,1158,967,14,0,87,0,8,82,83.51,1.21,0,7.51,0,0.69,7.08,560,0,0,0,9,11,13,0,0,0,36,54,52,31,41,64,249,0,0,0,1.61,1.96,2.32,0,0,0,6.43,9.64,9.29,5.54,7.32,11.43,44.46
ACSSF,ga,150,0,13,89,20500,1,Block Group 1,"Block Group 1, Census Tract 205, DeKalb County, Georgia",130890205001,658395,0,1504,755,498,24,18,0,51,158,50.2,33.11,1.6,1.2,0,3.39,10.51,730,72,8,12,7,8,15,0,7,0,100,35,41,50,36,89,250,9.86,1.1,1.64,0.96,1.1,2.05,0,0.96,0,13.7,4.79,5.62,6.85,4.93,12.19,34.25
ACSSF,ga,150,0,13,89,20500,2,Block Group 2,"Block Group 2, Census Tract 205, DeKalb County, Georgia",130890205002,552772,0,1161,431,689,0,0,12,0,29,37.12,59.35,0,0,1.03,0,2.5,521,14,14,59,8,0,25,3,0,63,16,41,53,79,39,44,63,2.69,2.69,11.32,1.54,0,4.8,0.58,0,12.09,3.07,7.87,10.17,15.16,7.49,8.45,12.09
ACSSF,ga,150,0,13,89,20500,3,Block Group 3,"Block Group 3, Census Tract 205, DeKalb County, Georgia",130890205003,475091,0,1023,618,268,0,32,0,1,104,60.41,26.2,0,3.13,0,0.1,10.17,512,1,11,96,34,0,43,8,4,26,89,44,10,6,21,42,77,0.2,2.15,18.75,6.64,0,8.4,1.56,0.78,5.08,17.38,8.59,1.95,1.17,4.1,8.2,15.04
ACSSF,ga,150,0,13,89,20600,1,Block Group 1,"Block Group 1, Census Tract 206, DeKalb County, Georgia",130890206001,648987,0,1397,676,560,0,44,0,55,62,48.39,40.09,0,3.15,0,3.94,4.44,631,154,5,23,25,0,0,0,0,0,0,9,95,103,40,63,114,24.41,0.79,3.65,3.96,0,0,0,0,0,0,1.43,15.06,16.32,6.34,9.98,18.07
ACSSF,ga,150,0,13,89,20600,2,Block Group 2,"Block Group 2, Census Tract 206, DeKalb County, Georgia",130890206002,458292,0,1042,513,461,0,39,0,14,15,49.23,44.24,0,3.74,0,1.34,1.44,551,83,17,14,0,0,40,43,6,23,78,25,73,5,5,80,59,15.06,3.09,2.54,0,0,7.26,7.8,1.09,4.17,14.16,4.54,13.25,0.91,0.91,14.52,10.71
ACSSF,ga,150,0,13,89,20700,1,Block Group 1,"Block Group 1, Census Tract 207, DeKalb County, Georgia",130890207001,754351,0,1206,767,329,0,36,0,0,74,63.6,27.28,0,2.99,0,0,6.14,465,19,47,12,0,0,10,10,0,4,0,48,82,43,19,68,103,4.09,10.11,2.58,0,0,2.15,2.15,0,0.86,0,10.32,17.63,9.25,4.09,14.62,22.15
ACSSF,ga,150,0,13,89,20700,2,Block Group 2,"Block Group 2, Census Tract 207, DeKalb County, Georgia",130890207002,510540,0,1703,717,507,0,3,0,230,246,42.1,29.77,0,0.18,0,13.51,14.45,902,210,0,10,11,9,15,16,44,10,41,58,129,41,99,54,155,23.28,0,1.11,1.22,1,1.66,1.77,4.88,1.11,4.55,6.43,14.3,4.55,10.98,5.99,17.18
ACSSF,ga,150,0,13,89,20801,1,Block Group 1,"Block Group 1, Census Tract 208.01, DeKalb County, Georgia",130890208011,670434,0,1228,778,270,0,29,0,44,107,63.36,21.99,0,2.36,0,3.58,8.71,406,20,9,0,0,0,33,0,0,0,0,0,50,68,47,48,131,4.93,2.22,0,0,0,8.13,0,0,0,0,0,12.32,16.75,11.58,11.82,32.27
ACSSF,ga,150,0,13,89,20801,2,Block Group 2,"Block Group 2, Census Tract 208.01, DeKalb County, Georgia",130890208012,711053,0,1924,1357,309,0,19,0,95,144,70.53,16.06,0,0.99,0,4.94,7.48,647,12,0,0,0,18,8,49,0,0,0,8,50,52,36,154,260,1.85,0,0,0,2.78,1.24,7.57,0,0,0,1.24,7.73,8.04,5.56,23.8,40.19
ACSSF,ga,150,0,13,89,20802,1,Block Group 1,"Block Group 1, Census Tract 208.02, DeKalb County, Georgia",130890208021,302021,0,310,0,310,0,0,0,0,0,0,100,0,0,0,0,0,175,35,42,36,8,5,0,0,0,12,0,9,19,9,0,0,0,20,24,20.57,4.57,2.86,0,0,0,6.86,0,5.14,10.86,5.14,0,0,0
ACSSF,ga,150,0,13,89,20802,2,Block Group 2,"Block Group 2, Census Tract 208.02, DeKalb County, Georgia",130890208022,600304,0,928,342,497,0,0,0,0,89,36.85,53.56,0,0,0,0,9.59,416,16,0,0,19,0,0,19,17,6,0,21,23,21,6,35,233,3.85,0,0,4.57,0,0,4.57,4.09,1.44,0,5.05,5.53,5.05,1.44,8.41,56.01
ACSSF,ga,150,0,13,89,20802,3,Block Group 3,"Block Group 3, Census Tract 208.02, DeKalb County, Georgia",130890208023,808904,0,1332,635,487,0,19,0,87,104,47.67,36.56,0,1.43,0,6.53,7.81,506,0,0,8,11,29,0,0,0,0,0,26,199,42,46,27,118,0,0,1.58,2.17,5.73,0,0,0,0,0,5.14,39.33,8.3,9.09,5.34,23.32
ACSSF,ga,150,0,13,89,20802,4,Block Group 4,"Block Group 4, Census Tract 208.02, DeKalb County, Georgia",130890208024,986700,0,1683,959,545,9,8,0,0,162,56.98,32.38,0.53,0.48,0,0,9.63,717,10,23,0,12,14,0,6,5,0,42,17,64,125,59,117,223,1.39,3.21,0,1.67,1.95,0,0.84,0.7,0,5.86,2.37,8.93,17.43,8.23,16.32,31.1
ACSSF,ga,150,0,13,89,20901,1,Block Group 1,"Block Group 1, Census Tract 209.01, DeKalb County, Georgia",130890209011,1611599,0,1696,884,427,0,285,0,0,100,52.12,25.18,0,16.8,0,0,5.9,924,135,156,18,63,0,0,14,0,0,75,16,51,118,64,32,182,14.61,16.88,1.95,6.82,0,0,1.52,0,0,8.12,1.73,5.52,12.77,6.93,3.46,19.7
ACSSF,ga,150,0,13,89,20901,2,Block Group 2,"Block Group 2, Census Tract 209.01, DeKalb County, Georgia",130890209012,891275,0,1331,1008,173,0,0,0,0,150,75.73,13,0,0,0,0,11.27,594,0,0,0,0,0,34,14,81,39,0,14,51,65,32,91,173,0,0,0,0,0,5.72,2.36,13.64,6.57,0,2.36,8.59,10.94,5.39,15.32,29.12
ACSSF,ga,150,0,13,89,20902,1,Block Group 1,"Block Group 1, Census Tract 209.02, DeKalb County, Georgia",130890209021,898508,0,1412,856,474,0,24,0,0,58,60.62,33.57,0,1.7,0,0,4.11,594,0,0,41,13,17,60,0,0,0,41,66,14,93,18,161,70,0,0,6.9,2.19,2.86,10.1,0,0,0,6.9,11.11,2.36,15.66,3.03,27.1,11.78
ACSSF,ga,150,0,13,89,20902,2,Block Group 2,"Block Group 2, Census Tract 209.02, DeKalb County, Georgia",130890209022,937136,0,1326,701,387,0,179,0,17,42,52.87,29.19,0,13.5,0,1.28,3.17,559,47,18,0,0,0,0,46,0,179,0,18,31,0,28,55,137,8.41,3.22,0,0,0,0,8.23,0,32.02,0,3.22,5.55,0,5.01,9.84,24.51
ACSSF,ga,150,0,13,89,21101,1,Block Group 1,"Block Group 1, Census Tract 211.01, DeKalb County, Georgia",130890211011,1723377,60800,2731,1914,301,0,242,6,59,209,70.08,11.02,0,8.86,0.22,2.16,7.65,822,10,0,0,0,25,10,14,26,0,18,20,35,22,13,114,515,1.22,0,0,0,3.04,1.22,1.7,3.16,0,2.19,2.43,4.26,2.68,1.58,13.87,62.65
ACSSF,ga,150,0,13,89,21101,2,Block Group 2,"Block Group 2, Census Tract 211.01, DeKalb County, Georgia",130890211012,1434398,56790,2366,1674,5,0,590,0,0,97,70.75,0.21,0,24.94,0,0,4.1,702,7,10,14,19,0,9,0,8,0,0,17,25,55,32,74,432,1,1.42,1.99,2.71,0,1.28,0,1.14,0,0,2.42,3.56,7.83,4.56,10.54,61.54
ACSSF,ga,150,0,13,89,21103,1,Block Group 1,"Block Group 1, Census Tract 211.03, DeKalb County, Georgia",130890211031,757978,0,1169,684,251,0,78,0,64,92,58.51,21.47,0,6.67,0,5.47,7.87,271,9,13,0,0,0,0,0,0,26,18,29,15,14,20,69,58,3.32,4.8,0,0,0,0,0,0,9.59,6.64,10.7,5.54,5.17,7.38,25.46,21.4
ACSSF,ga,150,0,13,89,21103,2,Block Group 2,"Block Group 2, Census Tract 211.03, DeKalb County, Georgia",130890211032,842639,16674,1258,982,27,0,146,0,0,103,78.06,2.15,0,11.61,0,0,8.19,434,0,0,0,0,0,0,0,22,0,0,62,14,0,21,46,269,0,0,0,0,0,0,0,5.07,0,0,14.29,3.23,0,4.84,10.6,61.98
ACSSF,ga,150,0,13,89,21103,3,Block Group 3,"Block Group 3, Census Tract 211.03, DeKalb County, Georgia",130890211033,368160,0,901,653,0,37,47,0,29,135,72.48,0,4.11,5.22,0,3.22,14.98,437,0,0,0,0,0,0,0,23,0,19,37,0,32,67,30,229,0,0,0,0,0,0,0,5.26,0,4.35,8.47,0,7.32,15.33,6.86,52.4
ACSSF,ga,150,0,13,89,21103,4,Block Group 4,"Block Group 4, Census Tract 211.03, DeKalb County, Georgia",130890211034,441664,0,1653,1246,0,0,277,0,0,130,75.38,0,0,16.76,0,0,7.86,940,38,0,88,14,0,92,0,34,0,119,0,72,173,96,138,76,4.04,0,9.36,1.49,0,9.79,0,3.62,0,12.66,0,7.66,18.4,10.21,14.68,8.09
ACSSF,ga,150,0,13,89,21104,1,Block Group 1,"Block Group 1, Census Tract 211.04, DeKalb County, Georgia",130890211041,636063,0,920,319,510,0,23,0,0,68,34.67,55.43,0,2.5,0,0,7.39,618,22,0,0,74,0,0,44,32,13,0,15,91,91,46,109,81,3.56,0,0,11.97,0,0,7.12,5.18,2.1,0,2.43,14.72,14.72,7.44,17.64,13.11
ACSSF,ga,150,0,13,89,21104,2,Block Group 2,"Block Group 2, Census Tract 211.04, DeKalb County, Georgia",130890211042,539604,0,992,831,91,0,0,0,0,70,83.77,9.17,0,0,0,0,7.06,447,45,8,0,0,0,0,0,37,0,0,0,8,143,0,46,160,10.07,1.79,0,0,0,0,0,8.28,0,0,0,1.79,31.99,0,10.29,35.79
ACSSF,ga,150,0,13,89,21204,1,Block Group 1,"Block Group 1, Census Tract 212.04, DeKalb County, Georgia",130890212041,412353,0,1042,112,29,203,0,0,95,603,10.75,2.78,19.48,0,0,9.12,57.87,307,17,29,0,75,11,27,41,0,43,29,0,25,10,0,0,0,5.54,9.45,0,24.43,3.58,8.79,13.36,0,14.01,9.45,0,8.14,3.26,0,0,0
ACSSF,ga,150,0,13,89,21204,2,Block Group 2,"Block Group 2, Census Tract 212.04, DeKalb County, Georgia",130890212042,563966,0,1292,244,0,28,0,0,314,706,18.89,0,2.17,0,0,24.3,54.64,286,20,9,13,38,59,36,24,14,10,10,23,0,13,17,0,0,6.99,3.15,4.55,13.29,20.63,12.59,8.39,4.9,3.5,3.5,8.04,0,4.55,5.94,0,0
ACSSF,ga,150,0,13,89,21204,3,Block Group 3,"Block Group 3, Census Tract 212.04, DeKalb County, Georgia",130890212043,3707371,0,639,87,0,0,0,0,379,173,13.62,0,0,0,0,59.31,27.07,140,18,0,0,13,0,0,0,0,17,61,0,0,0,0,0,31,12.86,0,0,9.29,0,0,0,0,12.14,43.57,0,0,0,0,0,22.14
ACSSF,ga,150,0,13,89,21208,1,Block Group 1,"Block Group 1, Census Tract 212.08, DeKalb County, Georgia",130890212081,1166427,0,2090,1238,617,0,143,0,0,92,59.23,29.52,0,6.84,0,0,4.4,833,63,0,0,11,21,13,89,0,0,197,55,68,41,6,105,164,7.56,0,0,1.32,2.52,1.56,10.68,0,0,23.65,6.6,8.16,4.92,0.72,12.61,19.69
ACSSF,ga,150,0,13,89,21208,2,Block Group 2,"Block Group 2, Census Tract 212.08, DeKalb County, Georgia",130890212082,886150,0,1705,929,444,90,149,0,10,83,54.49,26.04,5.28,8.74,0,0.59,4.87,1154,49,101,33,28,11,9,9,50,11,109,110,373,81,17,91,72,4.25,8.75,2.86,2.43,0.95,0.78,0.78,4.33,0.95,9.45,9.53,32.32,7.02,1.47,7.89,6.24
ACSSF,ga,150,0,13,89,21208,3,Block Group 3,"Block Group 3, Census Tract 212.08, DeKalb County, Georgia",130890212083,1560380,0,1044,518,0,0,419,0,0,107,49.62,0,0,40.13,0,0,10.25,362,0,33,0,0,0,0,0,0,18,14,46,0,97,75,74,5,0,9.12,0,0,0,0,0,0,4.97,3.87,12.71,0,26.8,20.72,20.44,1.38
ACSSF,ga,150,0,13,89,21210,1,Block Group 1,"Block Group 1, Census Tract 212.10, DeKalb County, Georgia",130890212101,1935680,0,2426,2186,0,0,210,0,0,30,90.11,0,0,8.66,0,0,1.24,764,36,6,0,0,0,23,14,0,0,30,0,45,72,57,72,409,4.71,0.79,0,0,0,3.01,1.83,0,0,3.93,0,5.89,9.42,7.46,9.42,53.53
ACSSF,ga,150,0,13,89,21210,2,Block Group 2,"Block Group 2, Census Tract 212.10, DeKalb County, Georgia",130890212102,1286319,17934,1025,792,190,0,0,0,0,43,77.27,18.54,0,0,0,0,4.2,412,7,0,0,0,0,20,24,0,0,0,25,71,59,14,12,180,1.7,0,0,0,0,4.85,5.83,0,0,0,6.07,17.23,14.32,3.4,2.91,43.69
ACSSF,ga,150,0,13,89,21210,3,Block Group 3,"Block Group 3, Census Tract 212.10, DeKalb County, Georgia",130890212103,1797894,7009,1642,1481,1,0,121,0,31,8,90.19,0.06,0,7.37,0,1.89,0.49,543,0,0,15,0,0,0,0,0,0,0,9,0,28,15,46,430,0,0,2.76,0,0,0,0,0,0,0,1.66,0,5.16,2.76,8.47,79.19
ACSSF,ga,150,0,13,89,21210,4,Block Group 4,"Block Group 4, Census Tract 212.10, DeKalb County, Georgia",130890212104,1283471,34693,799,676,0,0,123,0,0,0,84.61,0,0,15.39,0,0,0,278,0,0,0,0,0,0,36,0,0,0,0,0,37,18,59,128,0,0,0,0,0,0,12.95,0,0,0,0,0,13.31,6.47,21.22,46.04
ACSSF,ga,150,0,13,89,21211,1,Block Group 1,"Block Group 1, Census Tract 212.11, DeKalb County, Georgia",130890212111,1154621,49694,1312,1165,50,0,46,0,0,51,88.8,3.81,0,3.51,0,0,3.89,656,8,13,38,12,16,0,23,0,10,10,44,80,28,42,104,228,1.22,1.98,5.79,1.83,2.44,0,3.51,0,1.52,1.52,6.71,12.2,4.27,6.4,15.85,34.76
ACSSF,ga,150,0,13,89,21211,2,Block Group 2,"Block Group 2, Census Tract 212.11, DeKalb County, Georgia",130890212112,2227594,1626,1407,1026,121,0,189,0,13,58,72.92,8.6,0,13.43,0,0.92,4.12,575,12,12,11,0,0,0,25,0,0,23,19,93,102,39,111,128,2.09,2.09,1.91,0,0,0,4.35,0,0,4,3.3,16.17,17.74,6.78,19.3,22.26
ACSSF,ga,150,0,13,89,21211,3,Block Group 3,"Block Group 3, Census Tract 212.11, DeKalb County, Georgia",130890212113,1610696,68790,2068,1882,0,0,173,0,0,13,91.01,0,0,8.37,0,0,0.63,738,0,0,0,0,0,24,36,0,32,20,7,58,107,30,97,327,0,0,0,0,0,3.25,4.88,0,4.34,2.71,0.95,7.86,14.5,4.07,13.14,44.31
ACSSF,ga,150,0,13,89,21213,1,Block Group 1,"Block Group 1, Census Tract 212.13, DeKalb County, Georgia",130890212131,1116251,0,1413,1310,58,0,11,0,11,23,92.71,4.1,0,0.78,0,0.78,1.63,542,0,13,0,0,0,0,0,0,21,31,35,33,38,8,66,297,0,2.4,0,0,0,0,0,0,3.87,5.72,6.46,6.09,7.01,1.48,12.18,54.8
ACSSF,ga,150,0,13,89,21213,2,Block Group 2,"Block Group 2, Census Tract 212.13, DeKalb County, Georgia",130890212132,1903476,0,2180,2075,0,0,53,0,0,52,95.18,0,0,2.43,0,0,2.39,680,0,15,0,0,0,0,0,12,0,12,71,22,16,67,102,363,0,2.21,0,0,0,0,0,1.76,0,1.76,10.44,3.24,2.35,9.85,15,53.38
ACSSF,ga,150,0,13,89,21217,1,Block Group 1,"Block Group 1, Census Tract 212.17, DeKalb County, Georgia",130890212171,659994,0,1655,902,446,0,107,0,6,194,54.5,26.95,0,6.47,0,0.36,11.72,534,14,6,0,11,6,0,62,21,31,34,23,66,68,13,26,153,2.62,1.12,0,2.06,1.12,0,11.61,3.93,5.81,6.37,4.31,12.36,12.73,2.43,4.87,28.65
ACSSF,ga,150,0,13,89,21217,2,Block Group 2,"Block Group 2, Census Tract 212.17, DeKalb County, Georgia",130890212172,988618,0,1264,1006,54,0,134,0,0,70,79.59,4.27,0,10.6,0,0,5.54,449,4,7,7,3,4,9,25,0,8,17,10,52,22,56,71,154,0.89,1.56,1.56,0.67,0.89,2,5.57,0,1.78,3.79,2.23,11.58,4.9,12.47,15.81,34.3
ACSSF,ga,150,0,13,89,21219,1,Block Group 1,"Block Group 1, Census Tract 212.19, DeKalb County, Georgia",130890212191,1110328,5233,1392,1223,19,0,96,0,7,47,87.86,1.36,0,6.9,0,0.5,3.38,458,0,0,0,12,0,0,0,24,0,0,0,51,0,34,81,256,0,0,0,2.62,0,0,0,5.24,0,0,0,11.14,0,7.42,17.69,55.9
ACSSF,ga,150,0,13,89,21219,2,Block Group 2,"Block Group 2, Census Tract 212.19, DeKalb County, Georgia",130890212192,2165332,79182,2449,2086,52,0,124,0,0,187,85.18,2.12,0,5.06,0,0,7.64,853,0,0,0,0,0,0,0,22,0,38,17,37,149,81,164,345,0,0,0,0,0,0,0,2.58,0,4.45,1.99,4.34,17.47,9.5,19.23,40.45
ACSSF,ga,150,0,13,89,21219,3,Block Group 3,"Block Group 3, Census Tract 212.19, DeKalb County, Georgia",130890212193,1359977,0,986,552,126,12,199,0,0,97,55.98,12.78,1.22,20.18,0,0,9.84,438,0,0,20,10,18,0,14,0,0,20,13,39,52,32,67,153,0,0,4.57,2.28,4.11,0,3.2,0,0,4.57,2.97,8.9,11.87,7.31,15.3,34.93
ACSSF,ga,150,0,13,89,21220,1,Block Group 1,"Block Group 1, Census Tract 212.20, DeKalb County, Georgia",130890212201,1571077,0,1868,1568,117,0,21,0,24,138,83.94,6.26,0,1.12,0,1.28,7.39,658,15,12,0,0,0,36,0,0,0,26,37,53,90,47,30,312,2.28,1.82,0,0,0,5.47,0,0,0,3.95,5.62,8.05,13.68,7.14,4.56,47.42
ACSSF,ga,150,0,13,89,21220,2,Block Group 2,"Block Group 2, Census Tract 212.20, DeKalb County, Georgia",130890212202,932612,0,1787,1002,518,0,251,0,0,16,56.07,28.99,0,14.05,0,0,0.9,867,27,0,0,0,69,0,52,15,0,13,32,239,99,95,55,171,3.11,0,0,0,7.96,0,6,1.73,0,1.5,3.69,27.57,11.42,10.96,6.34,19.72
ACSSF,ga,150,0,13,89,21221,1,Block Group 1,"Block Group 1, Census Tract 212.21, DeKalb County, Georgia",130890212211,480077,0,928,741,104,0,26,0,9,48,79.85,11.21,0,2.8,0,0.97,5.17,423,23,0,23,9,25,0,0,0,69,29,10,0,20,33,62,120,5.44,0,5.44,2.13,5.91,0,0,0,16.31,6.86,2.36,0,4.73,7.8,14.66,28.37
ACSSF,ga,150,0,13,89,21221,2,Block Group 2,"Block Group 2, Census Tract 212.21, DeKalb County, Georgia",130890212212,409238,11215,1020,452,77,1,125,0,57,308,44.31,7.55,0.1,12.25,0,5.59,30.2,561,0,0,0,0,0,20,18,46,0,100,60,52,123,43,48,51,0,0,0,0,0,3.57,3.21,8.2,0,17.83,10.7,9.27,21.93,7.66,8.56,9.09
ACSSF,ga,150,0,13,89,21221,3,Block Group 3,"Block Group 3, Census Tract 212.21, DeKalb County, Georgia",130890212213,880540,0,952,802,63,0,15,0,5,67,84.24,6.62,0,1.58,0,0.53,7.04,364,0,0,0,0,64,0,0,0,0,0,7,16,38,9,48,182,0,0,0,0,17.58,0,0,0,0,0,1.92,4.4,10.44,2.47,13.19,50
ACSSF,ga,150,0,13,89,21222,1,Block Group 1,"Block Group 1, Census Tract 212.22, DeKalb County, Georgia",130890212221,613013,0,988,717,56,12,38,0,9,156,72.57,5.67,1.21,3.85,0,0.91,15.79,284,0,0,0,0,24,0,0,0,0,0,0,58,19,13,12,158,0,0,0,0,8.45,0,0,0,0,0,0,20.42,6.69,4.58,4.23,55.63
ACSSF,ga,150,0,13,89,21222,2,Block Group 2,"Block Group 2, Census Tract 212.22, DeKalb County, Georgia",130890212222,292809,0,914,605,19,0,153,0,0,137,66.19,2.08,0,16.74,0,0,14.99,428,90,0,0,0,0,0,0,20,0,32,17,22,43,38,39,127,21.03,0,0,0,0,0,0,4.67,0,7.48,3.97,5.14,10.05,8.88,9.11,29.67
ACSSF,ga,150,0,13,89,21222,3,Block Group 3,"Block Group 3, Census Tract 212.22, DeKalb County, Georgia",130890212223,141771,0,1441,404,963,0,74,0,0,0,28.04,66.83,0,5.14,0,0,0,896,32,331,43,25,34,0,0,0,37,88,17,19,98,96,76,0,3.57,36.94,4.8,2.79,3.79,0,0,0,4.13,9.82,1.9,2.12,10.94,10.71,8.48,0
ACSSF,ga,150,0,13,89,21222,4,Block Group 4,"Block Group 4, Census Tract 212.22, DeKalb County, Georgia",130890212224,1973305,3273,1702,1219,279,0,96,0,0,108,71.62,16.39,0,5.64,0,0,6.35,1059,281,0,0,18,0,73,0,0,0,92,0,87,58,60,238,152,26.53,0,0,1.7,0,6.89,0,0,0,8.69,0,8.22,5.48,5.67,22.47,14.35
ACSSF,ga,150,0,13,89,21223,1,Block Group 1,"Block Group 1, Census Tract 212.23, DeKalb County, Georgia",130890212231,471385,0,1418,408,77,0,884,0,0,49,28.77,5.43,0,62.34,0,0,3.46,486,5,0,0,0,0,36,0,52,0,0,12,113,25,83,31,129,1.03,0,0,0,0,7.41,0,10.7,0,0,2.47,23.25,5.14,17.08,6.38,26.54
