Always equal to ACS Summary File identification,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Area Name,Qualifying Name,FIPS,Area (Land),Area (Water),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,Households:,"Households: Less than $10,000","Households: $10,000 to $14,999","Households: $15,000 to $19,999","Households: $20,000 to $24,999","Households: $25,000 to $29,999","Households: $30,000 to $34,999","Households: $35,000 to $39,999","Households: $40,000 to $44,999","Households: $45,000 to $49,999","Households: $50,000 to $59,999","Households: $60,000 to $74,999","Households: $75,000 to $99,999","Households: $100,000 to $124,999","Households: $125,000 to $149,999","Households: $150,000 to $199,999","Households: $200,000 or More","% Households: Less than $10,000","% Households: $10,000 to $14,999","% Households: $15,000 to $19,999","% Households: $20,000 to $24,999","% Households: $25,000 to $29,999","% Households: $30,000 to $34,999","% Households: $35,000 to $39,999","% Households: $40,000 to $44,999","% Households: $45,000 to $49,999","% Households: $50,000 to $59,999","% Households: $60,000 to $74,999","% Households: $75,000 to $99,999","% Households: $100,000 to $124,999","% Households: $125,000 to $149,999","% Households: $150,000 to $199,999","% Households: $200,000 or More"
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_NAME,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008,PCT_SE_A03001_002,PCT_SE_A03001_003,PCT_SE_A03001_004,PCT_SE_A03001_005,PCT_SE_A03001_006,PCT_SE_A03001_007,PCT_SE_A03001_008,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
ACSSF,ga,150,0,13,121,10601,4,Block Group 4,"Block Group 4, Census Tract 106.01, Fulton County, Georgia",131210106014,470282,0,982,361,472,0,8,0,108,33,36.76,48.07,0,0.81,0,11,3.36,604,21,9,38,39,31,8,11,20,26,44,99,75,133,7,43,0,3.48,1.49,6.29,6.46,5.13,1.32,1.82,3.31,4.3,7.28,16.39,12.42,22.02,1.16,7.12,0
ACSSF,ga,150,0,13,121,10603,1,Block Group 1,"Block Group 1, Census Tract 106.03, Fulton County, Georgia",131210106031,1379677,8231,2271,25,2152,0,0,0,0,94,1.1,94.76,0,0,0,0,4.14,801,73,26,0,64,61,56,12,83,9,26,84,188,24,33,19,43,9.11,3.25,0,7.99,7.62,6.99,1.5,10.36,1.12,3.25,10.49,23.47,3,4.12,2.37,5.37
ACSSF,ga,150,0,13,121,10603,2,Block Group 2,"Block Group 2, Census Tract 106.03, Fulton County, Georgia",131210106032,428491,0,957,0,909,0,0,0,40,8,0,94.98,0,0,0,4.18,0.84,373,15,0,0,0,75,52,35,39,25,57,14,53,8,0,0,0,4.02,0,0,0,20.11,13.94,9.38,10.46,6.7,15.28,3.75,14.21,2.14,0,0,0
ACSSF,ga,150,0,13,121,10603,3,Block Group 3,"Block Group 3, Census Tract 106.03, Fulton County, Georgia",131210106033,2580077,0,185,10,175,0,0,0,0,0,5.41,94.59,0,0,0,0,0,66,0,0,0,10,10,20,0,0,26,0,0,0,0,0,0,0,0,0,0,15.15,15.15,30.3,0,0,39.39,0,0,0,0,0,0,0
ACSSF,ga,150,0,13,121,10603,4,Block Group 4,"Block Group 4, Census Tract 106.03, Fulton County, Georgia",131210106034,1759753,20408,343,0,316,0,0,0,0,27,0,92.13,0,0,0,0,7.87,95,0,0,0,0,0,0,0,0,0,0,10,25,0,0,0,60,0,0,0,0,0,0,0,0,0,0,10.53,26.32,0,0,0,63.16
ACSSF,ga,150,0,13,121,10604,1,Block Group 1,"Block Group 1, Census Tract 106.04, Fulton County, Georgia",131210106041,1711807,0,418,24,318,0,0,0,0,76,5.74,76.08,0,0,0,0,18.18,268,9,42,32,0,52,16,0,28,0,48,0,41,0,0,0,0,3.36,15.67,11.94,0,19.4,5.97,0,10.45,0,17.91,0,15.3,0,0,0,0
ACSSF,ga,150,0,13,121,10604,2,Block Group 2,"Block Group 2, Census Tract 106.04, Fulton County, Georgia",131210106042,531120,0,968,0,968,0,0,0,0,0,0,100,0,0,0,0,0,478,259,22,9,114,0,0,34,0,0,29,0,11,0,0,0,0,54.18,4.6,1.88,23.85,0,0,7.11,0,0,6.07,0,2.3,0,0,0,0
ACSSF,ga,150,0,13,121,10604,3,Block Group 3,"Block Group 3, Census Tract 106.04, Fulton County, Georgia",131210106043,2513393,0,1342,28,1246,0,20,0,0,48,2.09,92.85,0,1.49,0,0,3.58,539,0,25,10,101,14,23,0,26,76,55,63,57,48,36,0,5,0,4.64,1.86,18.74,2.6,4.27,0,4.82,14.1,10.2,11.69,10.58,8.91,6.68,0,0.93
ACSSF,ga,150,0,13,121,10801,1,Block Group 1,"Block Group 1, Census Tract 108.01, Fulton County, Georgia",131210108011,1267050,0,652,300,198,0,0,0,154,0,46.01,30.37,0,0,0,23.62,0,506,17,47,0,0,0,0,0,44,0,0,102,117,132,47,0,0,3.36,9.29,0,0,0,0,0,8.7,0,0,20.16,23.12,26.09,9.29,0,0
ACSSF,ga,150,0,13,121,10801,2,Block Group 2,"Block Group 2, Census Tract 108.01, Fulton County, Georgia",131210108012,1158627,0,1031,693,311,0,0,0,0,27,67.22,30.16,0,0,0,0,2.62,520,131,0,0,19,62,0,0,0,0,95,62,136,15,0,0,0,25.19,0,0,3.65,11.92,0,0,0,0,18.27,11.92,26.15,2.88,0,0,0
ACSSF,ga,150,0,13,121,10801,3,Block Group 3,"Block Group 3, Census Tract 108.01, Fulton County, Georgia",131210108013,990454,0,305,77,138,0,36,0,0,54,25.25,45.25,0,11.8,0,0,17.7,150,0,0,0,0,0,40,37,0,0,31,0,42,0,0,0,0,0,0,0,0,0,26.67,24.67,0,0,20.67,0,28,0,0,0,0
ACSSF,ga,150,0,13,121,10802,1,Block Group 1,"Block Group 1, Census Tract 108.02, Fulton County, Georgia",131210108021,601742,0,1196,120,273,0,229,0,406,168,10.03,22.83,0,19.15,0,33.95,14.05,347,37,0,0,0,0,0,0,87,0,101,34,0,14,0,74,0,10.66,0,0,0,0,0,0,25.07,0,29.11,9.8,0,4.03,0,21.33,0
ACSSF,ga,150,0,13,121,10802,2,Block Group 2,"Block Group 2, Census Tract 108.02, Fulton County, Georgia",131210108022,489084,0,998,467,242,0,0,0,190,99,46.79,24.25,0,0,0,19.04,9.92,447,73,0,0,16,17,63,8,11,50,63,0,65,0,25,0,56,16.33,0,0,3.58,3.8,14.09,1.79,2.46,11.19,14.09,0,14.54,0,5.59,0,12.53
ACSSF,ga,150,0,13,121,10802,3,Block Group 3,"Block Group 3, Census Tract 108.02, Fulton County, Georgia",131210108023,763786,0,1077,173,240,0,0,0,0,664,16.06,22.28,0,0,0,0,61.65,227,0,0,28,0,0,0,0,0,0,18,15,72,18,48,28,0,0,0,12.33,0,0,0,0,0,0,7.93,6.61,31.72,7.93,21.15,12.33,0
ACSSF,ga,150,0,13,121,10802,4,Block Group 4,"Block Group 4, Census Tract 108.02, Fulton County, Georgia",131210108024,488804,0,1307,246,834,0,0,0,89,138,18.82,63.81,0,0,0,6.81,10.56,711,36,52,0,0,31,17,0,46,39,11,48,55,91,15,253,17,5.06,7.31,0,0,4.36,2.39,0,6.47,5.49,1.55,6.75,7.74,12.8,2.11,35.58,2.39
ACSSF,ga,150,0,13,121,11000,1,Block Group 1,"Block Group 1, Census Tract 110, Fulton County, Georgia",131210110001,593810,0,827,156,31,0,0,0,551,89,18.86,3.75,0,0,0,66.63,10.76,195,29,22,0,0,0,20,44,0,26,26,0,15,0,0,0,13,14.87,11.28,0,0,0,10.26,22.56,0,13.33,13.33,0,7.69,0,0,0,6.67
ACSSF,ga,150,0,13,121,11000,2,Block Group 2,"Block Group 2, Census Tract 110, Fulton County, Georgia",131210110002,709278,0,560,19,541,0,0,0,0,0,3.39,96.61,0,0,0,0,0,217,20,0,36,18,0,0,0,0,31,0,47,33,0,32,0,0,9.22,0,16.59,8.29,0,0,0,0,14.29,0,21.66,15.21,0,14.75,0,0
ACSSF,ga,150,0,13,121,11000,3,Block Group 3,"Block Group 3, Census Tract 110, Fulton County, Georgia",131210110003,1528205,0,1324,430,704,0,0,0,0,190,32.48,53.17,0,0,0,0,14.35,559,49,74,7,21,0,0,24,113,0,0,124,76,47,0,0,24,8.77,13.24,1.25,3.76,0,0,4.29,20.21,0,0,22.18,13.6,8.41,0,0,4.29
ACSSF,ga,150,0,13,121,11100,1,Block Group 1,"Block Group 1, Census Tract 111, Fulton County, Georgia",131210111001,1971892,0,837,318,359,0,64,0,76,20,37.99,42.89,0,7.65,0,9.08,2.39,361,0,21,8,8,41,0,0,0,0,22,75,29,46,20,74,17,0,5.82,2.22,2.22,11.36,0,0,0,0,6.09,20.78,8.03,12.74,5.54,20.5,4.71
ACSSF,ga,150,0,13,121,11100,2,Block Group 2,"Block Group 2, Census Tract 111, Fulton County, Georgia",131210111002,938420,0,1025,374,592,0,8,0,24,27,36.49,57.76,0,0.78,0,2.34,2.63,606,29,122,50,0,0,9,0,0,0,18,82,90,45,54,76,31,4.79,20.13,8.25,0,0,1.49,0,0,0,2.97,13.53,14.85,7.43,8.91,12.54,5.12
ACSSF,ga,150,0,13,121,11100,3,Block Group 3,"Block Group 3, Census Tract 111, Fulton County, Georgia",131210111003,546523,0,581,319,257,0,0,0,0,5,54.91,44.23,0,0,0,0,0.86,251,3,26,0,15,0,11,11,0,0,0,5,58,30,19,64,9,1.2,10.36,0,5.98,0,4.38,4.38,0,0,0,1.99,23.11,11.95,7.57,25.5,3.59
ACSSF,ga,150,0,13,121,11202,1,Block Group 1,"Block Group 1, Census Tract 112.02, Fulton County, Georgia",131210112021,471333,0,460,354,106,0,0,0,0,0,76.96,23.04,0,0,0,0,0,241,0,0,0,0,0,48,10,0,0,25,8,57,32,29,32,0,0,0,0,0,0,19.92,4.15,0,0,10.37,3.32,23.65,13.28,12.03,13.28,0
ACSSF,ga,150,0,13,121,11202,2,Block Group 2,"Block Group 2, Census Tract 112.02, Fulton County, Georgia",131210112022,668987,0,781,187,507,0,22,0,0,65,23.94,64.92,0,2.82,0,0,8.32,444,19,132,7,31,0,0,0,0,0,115,11,58,52,18,0,1,4.28,29.73,1.58,6.98,0,0,0,0,0,25.9,2.48,13.06,11.71,4.05,0,0.23
ACSSF,ga,150,0,13,121,11202,3,Block Group 3,"Block Group 3, Census Tract 112.02, Fulton County, Georgia",131210112023,649519,0,686,132,471,0,0,0,0,83,19.24,68.66,0,0,0,0,12.1,434,134,11,55,27,10,15,56,0,0,36,19,32,39,0,0,0,30.88,2.53,12.67,6.22,2.3,3.46,12.9,0,0,8.29,4.38,7.37,8.99,0,0,0
ACSSF,ga,150,0,13,121,11202,4,Block Group 4,"Block Group 4, Census Tract 112.02, Fulton County, Georgia",131210112024,453774,0,874,295,498,0,20,0,0,61,33.75,56.98,0,2.29,0,0,6.98,525,0,0,5,0,0,34,20,48,0,0,83,132,151,43,9,0,0,0,0.95,0,0,6.48,3.81,9.14,0,0,15.81,25.14,28.76,8.19,1.71,0
ACSSF,ga,150,0,13,121,11202,5,Block Group 5,"Block Group 5, Census Tract 112.02, Fulton County, Georgia",131210112025,623540,0,664,71,435,0,158,0,0,0,10.69,65.51,0,23.8,0,0,0,330,16,49,0,16,63,8,0,10,5,19,73,7,64,0,0,0,4.85,14.85,0,4.85,19.09,2.42,0,3.03,1.52,5.76,22.12,2.12,19.39,0,0,0
ACSSF,ga,150,0,13,121,11202,6,Block Group 6,"Block Group 6, Census Tract 112.02, Fulton County, Georgia",131210112026,341066,0,829,281,535,0,13,0,0,0,33.9,64.54,0,1.57,0,0,0,289,0,11,29,29,0,13,0,15,0,0,144,44,0,0,0,4,0,3.81,10.03,10.03,0,4.5,0,5.19,0,0,49.83,15.22,0,0,0,1.38
ACSSF,ga,150,0,13,121,11203,1,Block Group 1,"Block Group 1, Census Tract 112.03, Fulton County, Georgia",131210112031,1114145,8279,1192,384,784,5,0,0,0,19,32.21,65.77,0.42,0,0,0,1.59,403,0,35,9,10,53,80,0,0,9,39,73,11,5,24,44,11,0,8.68,2.23,2.48,13.15,19.85,0,0,2.23,9.68,18.11,2.73,1.24,5.96,10.92,2.73
ACSSF,ga,150,0,13,121,11203,2,Block Group 2,"Block Group 2, Census Tract 112.03, Fulton County, Georgia",131210112032,1891229,0,1338,204,949,0,0,0,146,39,15.25,70.93,0,0,0,10.91,2.91,448,36,80,21,0,0,0,24,32,25,15,79,88,14,24,0,10,8.04,17.86,4.69,0,0,0,5.36,7.14,5.58,3.35,17.63,19.64,3.12,5.36,0,2.23
ACSSF,ga,150,0,13,121,11204,1,Block Group 1,"Block Group 1, Census Tract 112.04, Fulton County, Georgia",131210112041,348366,0,615,19,529,0,0,0,67,0,3.09,86.02,0,0,0,10.89,0,326,53,0,0,12,0,0,0,0,0,7,34,141,0,36,36,7,16.26,0,0,3.68,0,0,0,0,0,2.15,10.43,43.25,0,11.04,11.04,2.15
ACSSF,ga,150,0,13,121,11204,2,Block Group 2,"Block Group 2, Census Tract 112.04, Fulton County, Georgia",131210112042,362646,0,746,0,717,0,0,0,29,0,0,96.11,0,0,0,3.89,0,378,11,65,0,29,0,0,0,0,0,40,76,111,0,31,15,0,2.91,17.2,0,7.67,0,0,0,0,0,10.58,20.11,29.37,0,8.2,3.97,0
ACSSF,ga,150,0,13,121,11301,1,Block Group 1,"Block Group 1, Census Tract 113.01, Fulton County, Georgia",131210113011,968708,0,448,91,254,3,0,0,99,1,20.31,56.7,0.67,0,0,22.1,0.22,208,34,0,0,0,7,47,0,0,19,27,20,6,17,16,15,0,16.35,0,0,0,3.37,22.6,0,0,9.13,12.98,9.62,2.88,8.17,7.69,7.21,0
ACSSF,ga,150,0,13,121,11301,2,Block Group 2,"Block Group 2, Census Tract 113.01, Fulton County, Georgia",131210113012,385540,0,557,31,432,0,0,0,94,0,5.57,77.56,0,0,0,16.88,0,218,33,0,9,0,0,37,9,0,10,17,11,28,13,9,0,42,15.14,0,4.13,0,0,16.97,4.13,0,4.59,7.8,5.05,12.84,5.96,4.13,0,19.27
ACSSF,ga,150,0,13,121,11301,3,Block Group 3,"Block Group 3, Census Tract 113.01, Fulton County, Georgia",131210113013,604996,0,525,27,458,0,0,0,0,40,5.14,87.24,0,0,0,0,7.62,239,0,13,0,0,0,48,0,0,8,0,47,52,0,0,62,9,0,5.44,0,0,0,20.08,0,0,3.35,0,19.67,21.76,0,0,25.94,3.77
ACSSF,ga,150,0,13,121,11301,4,Block Group 4,"Block Group 4, Census Tract 113.01, Fulton County, Georgia",131210113014,1184389,3940,1362,217,1111,0,4,0,0,30,15.93,81.57,0,0.29,0,0,2.2,466,7,0,54,0,0,32,0,33,8,7,48,165,53,0,36,23,1.5,0,11.59,0,0,6.87,0,7.08,1.72,1.5,10.3,35.41,11.37,0,7.73,4.94
ACSSF,ga,150,0,13,121,11301,5,Block Group 5,"Block Group 5, Census Tract 113.01, Fulton County, Georgia",131210113015,1201160,11648,1436,77,1287,37,0,0,0,35,5.36,89.62,2.58,0,0,0,2.44,404,0,0,0,25,0,44,0,0,11,17,39,38,82,86,31,31,0,0,0,6.19,0,10.89,0,0,2.72,4.21,9.65,9.41,20.3,21.29,7.67,7.67
ACSSF,ga,150,0,13,121,11301,6,Block Group 6,"Block Group 6, Census Tract 113.01, Fulton County, Georgia",131210113016,701060,0,623,62,398,0,0,0,90,73,9.95,63.88,0,0,0,14.45,11.72,282,0,29,0,8,12,12,17,0,8,65,0,8,9,67,35,12,0,10.28,0,2.84,4.26,4.26,6.03,0,2.84,23.05,0,2.84,3.19,23.76,12.41,4.26
ACSSF,ga,150,0,13,121,11306,1,Block Group 1,"Block Group 1, Census Tract 113.06, Fulton County, Georgia",131210113061,4911697,0,879,63,816,0,0,0,0,0,7.17,92.83,0,0,0,0,0,370,20,41,17,0,0,22,0,0,40,38,34,37,104,0,13,4,5.41,11.08,4.59,0,0,5.95,0,0,10.81,10.27,9.19,10,28.11,0,3.51,1.08
ACSSF,ga,150,0,13,121,11306,2,Block Group 2,"Block Group 2, Census Tract 113.06, Fulton County, Georgia",131210113062,886531,0,976,0,738,2,0,0,29,207,0,75.61,0.2,0,0,2.97,21.21,568,54,24,74,0,43,39,18,0,61,82,131,42,0,0,0,0,9.51,4.23,13.03,0,7.57,6.87,3.17,0,10.74,14.44,23.06,7.39,0,0,0,0
ACSSF,ga,150,0,13,121,11306,3,Block Group 3,"Block Group 3, Census Tract 113.06, Fulton County, Georgia",131210113063,1381854,2161,1195,0,1114,0,0,0,0,81,0,93.22,0,0,0,0,6.78,423,0,0,15,19,43,49,45,45,0,63,17,0,95,32,0,0,0,0,3.55,4.49,10.17,11.58,10.64,10.64,0,14.89,4.02,0,22.46,7.57,0,0
ACSSF,ga,150,0,13,121,11307,1,Block Group 1,"Block Group 1, Census Tract 113.07, Fulton County, Georgia",131210113071,1045462,0,834,12,808,0,0,0,14,0,1.44,96.88,0,0,0,1.68,0,386,25,31,0,22,23,40,56,0,52,0,18,8,37,10,51,13,6.48,8.03,0,5.7,5.96,10.36,14.51,0,13.47,0,4.66,2.07,9.59,2.59,13.21,3.37
ACSSF,ga,150,0,13,121,11307,2,Block Group 2,"Block Group 2, Census Tract 113.07, Fulton County, Georgia",131210113072,627179,0,2504,51,2393,16,0,0,33,11,2.04,95.57,0.64,0,0,1.32,0.44,1066,0,0,33,262,69,34,82,230,0,37,115,149,0,30,0,25,0,0,3.1,24.58,6.47,3.19,7.69,21.58,0,3.47,10.79,13.98,0,2.81,0,2.35
ACSSF,ga,150,0,13,121,11307,3,Block Group 3,"Block Group 3, Census Tract 113.07, Fulton County, Georgia",131210113073,382637,0,1847,86,1708,0,0,0,0,53,4.66,92.47,0,0,0,0,2.87,636,31,84,37,12,79,31,29,73,60,66,14,67,53,0,0,0,4.87,13.21,5.82,1.89,12.42,4.87,4.56,11.48,9.43,10.38,2.2,10.53,8.33,0,0,0
ACSSF,ga,150,0,13,121,11308,1,Block Group 1,"Block Group 1, Census Tract 113.08, Fulton County, Georgia",131210113081,880685,4939,1913,29,1848,0,0,0,0,36,1.52,96.6,0,0,0,0,1.88,825,41,20,62,52,45,33,26,21,212,125,32,94,22,13,27,0,4.97,2.42,7.52,6.3,5.45,4,3.15,2.55,25.7,15.15,3.88,11.39,2.67,1.58,3.27,0
ACSSF,ga,150,0,13,121,11309,1,Block Group 1,"Block Group 1, Census Tract 113.09, Fulton County, Georgia",131210113091,1565443,0,965,125,779,0,0,0,0,61,12.95,80.73,0,0,0,0,6.32,449,23,0,0,0,0,0,15,52,0,32,112,83,35,54,43,0,5.12,0,0,0,0,0,3.34,11.58,0,7.13,24.94,18.49,7.8,12.03,9.58,0
ACSSF,ga,150,0,13,121,11309,2,Block Group 2,"Block Group 2, Census Tract 113.09, Fulton County, Georgia",131210113092,531162,0,1506,40,1374,0,92,0,0,0,2.66,91.24,0,6.11,0,0,0,949,64,0,0,0,0,37,0,210,0,89,129,142,82,0,194,2,6.74,0,0,0,0,3.9,0,22.13,0,9.38,13.59,14.96,8.64,0,20.44,0.21
ACSSF,ga,150,0,13,121,11309,3,Block Group 3,"Block Group 3, Census Tract 113.09, Fulton County, Georgia",131210113093,1448034,0,996,258,591,0,125,0,9,13,25.9,59.34,0,12.55,0,0.9,1.31,375,0,0,9,22,0,0,77,0,0,0,20,97,45,0,13,92,0,0,2.4,5.87,0,0,20.53,0,0,0,5.33,25.87,12,0,3.47,24.53
ACSSF,ga,150,0,13,121,11310,1,Block Group 1,"Block Group 1, Census Tract 113.10, Fulton County, Georgia",131210113101,162750,0,482,13,469,0,0,0,0,0,2.7,97.3,0,0,0,0,0,285,0,0,0,13,0,17,0,53,41,161,0,0,0,0,0,0,0,0,0,4.56,0,5.96,0,18.6,14.39,56.49,0,0,0,0,0,0
ACSSF,ga,150,0,13,121,11310,2,Block Group 2,"Block Group 2, Census Tract 113.10, Fulton County, Georgia",131210113102,1348696,0,979,84,686,0,66,0,0,143,8.58,70.07,0,6.74,0,0,14.61,423,0,0,0,0,0,44,72,0,25,8,11,170,13,0,53,27,0,0,0,0,0,10.4,17.02,0,5.91,1.89,2.6,40.19,3.07,0,12.53,6.38
ACSSF,ga,150,0,13,121,11310,3,Block Group 3,"Block Group 3, Census Tract 113.10, Fulton County, Georgia",131210113103,754869,4735,1162,22,1139,0,0,0,0,1,1.89,98.02,0,0,0,0,0.09,354,0,0,0,0,0,0,10,39,0,15,41,28,12,193,16,0,0,0,0,0,0,0,2.82,11.02,0,4.24,11.58,7.91,3.39,54.52,4.52,0
ACSSF,ga,150,0,13,121,11310,4,Block Group 4,"Block Group 4, Census Tract 113.10, Fulton County, Georgia",131210113104,465837,0,556,177,362,0,0,0,17,0,31.83,65.11,0,0,0,3.06,0,143,8,0,0,62,0,14,0,0,0,0,0,17,6,0,36,0,5.59,0,0,43.36,0,9.79,0,0,0,0,0,11.89,4.2,0,25.17,0
ACSSF,ga,150,0,13,121,11310,5,Block Group 5,"Block Group 5, Census Tract 113.10, Fulton County, Georgia",131210113105,733218,0,2255,203,1811,0,0,0,195,46,9,80.31,0,0,0,8.65,2.04,816,43,63,0,38,182,0,76,117,40,95,44,67,28,8,15,0,5.27,7.72,0,4.66,22.3,0,9.31,14.34,4.9,11.64,5.39,8.21,3.43,0.98,1.84,0
ACSSF,ga,150,0,13,121,11416,1,Block Group 1,"Block Group 1, Census Tract 114.16, Fulton County, Georgia",131210114161,1654118,32459,2001,1879,44,11,0,0,0,67,93.9,2.2,0.55,0,0,0,3.35,817,18,21,13,21,0,15,24,31,0,15,63,88,32,310,75,91,2.2,2.57,1.59,2.57,0,1.84,2.94,3.79,0,1.84,7.71,10.77,3.92,37.94,9.18,11.14
ACSSF,ga,150,0,13,121,11416,2,Block Group 2,"Block Group 2, Census Tract 114.16, Fulton County, Georgia",131210114162,1875009,5963,1071,648,118,0,213,0,55,37,60.5,11.02,0,19.89,0,5.14,3.45,412,0,0,0,0,0,0,0,0,0,1,37,24,57,45,74,174,0,0,0,0,0,0,0,0,0,0.24,8.98,5.83,13.83,10.92,17.96,42.23
ACSSF,ga,150,0,13,121,11416,3,Block Group 3,"Block Group 3, Census Tract 114.16, Fulton County, Georgia",131210114163,1568254,0,1133,1091,21,0,0,0,0,21,96.29,1.85,0,0,0,0,1.85,400,0,0,0,0,31,0,0,0,0,0,13,49,56,34,94,123,0,0,0,0,7.75,0,0,0,0,0,3.25,12.25,14,8.5,23.5,30.75
ACSSF,ga,150,0,13,121,11416,4,Block Group 4,"Block Group 4, Census Tract 114.16, Fulton County, Georgia",131210114164,1520641,0,1053,843,2,0,156,0,52,0,80.06,0.19,0,14.81,0,4.94,0,407,0,0,0,18,0,0,14,83,0,0,0,73,50,13,25,131,0,0,0,4.42,0,0,3.44,20.39,0,0,0,17.94,12.29,3.19,6.14,32.19
ACSSF,ga,150,0,13,121,11417,1,Block Group 1,"Block Group 1, Census Tract 114.17, Fulton County, Georgia",131210114171,1901851,28423,1407,957,357,0,0,0,35,58,68.02,25.37,0,0,0,2.49,4.12,429,0,0,0,0,0,12,0,0,0,33,8,8,0,87,71,210,0,0,0,0,0,2.8,0,0,0,7.69,1.86,1.86,0,20.28,16.55,48.95
ACSSF,ga,150,0,13,121,11417,2,Block Group 2,"Block Group 2, Census Tract 114.17, Fulton County, Georgia",131210114172,1398158,26309,1086,964,50,5,66,0,0,1,88.77,4.6,0.46,6.08,0,0,0.09,651,84,9,0,0,43,10,41,18,23,70,60,71,95,11,77,39,12.9,1.38,0,0,6.61,1.54,6.3,2.76,3.53,10.75,9.22,10.91,14.59,1.69,11.83,5.99
ACSSF,ga,150,0,13,121,11417,3,Block Group 3,"Block Group 3, Census Tract 114.17, Fulton County, Georgia",131210114173,2456748,37309,1738,1270,181,0,242,0,0,45,73.07,10.41,0,13.92,0,0,2.59,890,34,0,16,0,0,51,22,0,16,38,85,177,204,13,97,137,3.82,0,1.8,0,0,5.73,2.47,0,1.8,4.27,9.55,19.89,22.92,1.46,10.9,15.39
ACSSF,ga,150,0,13,121,11417,4,Block Group 4,"Block Group 4, Census Tract 114.17, Fulton County, Georgia",131210114174,1771764,0,532,532,0,0,0,0,0,0,100,0,0,0,0,0,0,207,0,0,0,10,10,0,0,0,20,0,17,0,11,38,59,42,0,0,0,4.83,4.83,0,0,0,9.66,0,8.21,0,5.31,18.36,28.5,20.29
ACSSF,ga,150,0,13,121,11419,1,Block Group 1,"Block Group 1, Census Tract 114.19, Fulton County, Georgia",131210114191,1661077,38771,2091,1759,165,0,65,0,0,102,84.12,7.89,0,3.11,0,0,4.88,1198,45,0,0,0,35,80,39,37,0,64,15,163,40,16,130,534,3.76,0,0,0,2.92,6.68,3.26,3.09,0,5.34,1.25,13.61,3.34,1.34,10.85,44.57
ACSSF,ga,150,0,13,121,11419,2,Block Group 2,"Block Group 2, Census Tract 114.19, Fulton County, Georgia",131210114192,2582680,17628,1993,1540,223,0,35,0,52,143,77.27,11.19,0,1.76,0,2.61,7.18,697,0,0,0,0,0,0,0,0,0,16,52,85,136,122,54,232,0,0,0,0,0,0,0,0,0,2.3,7.46,12.2,19.51,17.5,7.75,33.29
ACSSF,ga,150,0,13,121,11419,3,Block Group 3,"Block Group 3, Census Tract 114.19, Fulton County, Georgia",131210114193,1703003,13147,895,895,0,0,0,0,0,0,100,0,0,0,0,0,0,335,12,0,0,18,17,15,0,0,0,19,0,17,18,16,0,203,3.58,0,0,5.37,5.07,4.48,0,0,0,5.67,0,5.07,5.37,4.78,0,60.6
ACSSF,ga,150,0,13,121,11419,4,Block Group 4,"Block Group 4, Census Tract 114.19, Fulton County, Georgia",131210114194,891898,5520,976,774,15,0,56,0,11,120,79.3,1.54,0,5.74,0,1.13,12.3,532,15,15,0,0,0,0,0,0,0,18,59,68,43,87,91,136,2.82,2.82,0,0,0,0,0,0,0,3.38,11.09,12.78,8.08,16.35,17.11,25.56
ACSSF,ga,150,0,13,121,11421,1,Block Group 1,"Block Group 1, Census Tract 114.21, Fulton County, Georgia",131210114211,821557,0,2348,479,1362,111,11,0,120,265,20.4,58.01,4.73,0.47,0,5.11,11.29,518,24,0,19,0,31,26,36,115,0,31,57,82,34,27,36,0,4.63,0,3.67,0,5.98,5.02,6.95,22.2,0,5.98,11,15.83,6.56,5.21,6.95,0
